timestamp,cpu_usage,memory_usage,disk_read,disk_write,network_receive,network_transmit,active_processes,cpu_change,memory_change,disk_read_speed,disk_write_speed,network_receive_speed,network_transmit_speed,cpu_rolling,memory_std,cpu_mem_ratio,disk_cpu_ratio,high_cpu,high_memory,hour,day_of_week
05:02.4,0.673736653,0.611289544,0.486362423,0.11121628,0.073022395,0.14606199,0,0.309763761,0.597062914,0.472712965,0.085014409,0.773107228,0.801926807,0.74125712,0.096683396,0.16322123,0.041648931,0,0,1,0.166666667
06:13.0,0.66059419,0.659913701,0.486362423,0.11121628,0.073617675,0.155488923,0,0.306003568,0.628359854,0.472712965,0.085014409,0.77356372,0.809052062,0.712715188,0.076755614,0.150115737,0.04265777,0,0,1,0.166666667
07:08.0,0.640692243,0.665069663,0.486362423,0.11121628,0.074317297,0.162491527,0,0.300458056,0.592636313,0.472712965,0.085014409,0.773644387,0.807108758,0.682444551,0.083563629,0.144619947,0.044257548,0,0,1,0.166666667
08:02.7,0.680264098,0.44756885,0.486362423,0.11121628,0.074328048,0.164541204,0,0.349250646,0.409649918,0.472712965,0.085014409,0.773111817,0.803138571,0.672100741,0.232626621,0.210735213,0.04116119,0,0,1,0.166666667
09:03.1,0.727256062,0.495163533,0.486362423,0.11121628,0.074341362,0.166351464,0,0.355338139,0.6275138,0.472712965,0.085014409,0.773113799,0.802946659,0.681160109,0.261188176,0.208413384,0.037888649,0,0,1,0.166666667
10:02.3,0.769346464,0.477595453,0.486362423,0.11121628,0.074351408,0.167778522,0,0.351316875,0.573960975,0.472712965,0.085014409,0.773111272,0.802639489,0.700425211,0.276740482,0.22653106,0.035272383,0,0,1,0.166666667
11:01.7,0.64436012,0.591050675,0.486362423,0.11121628,0.074352302,0.167988288,0,0.214246314,0.681640078,0.472712965,0.085014409,0.773104197,0.801663728,0.697154093,0.237971571,0.160508788,0.043955915,0,0,1,0.166666667
12:02.2,0.539919442,0.599857058,0.486362423,0.11121628,0.074352451,0.16800641,0,0.231102077,0.595636345,0.472712965,0.085014409,0.773103621,0.801510109,0.676848663,0.181967032,0.132924438,0.053987958,0,0,1,0.166666667
13:09.9,0.541778881,0.626748836,0.486362423,0.11121628,0.076016459,0.191413068,0,0.3183112,0.610499496,0.472712965,0.085014409,0.774389959,0.820257987,0.64894429,0.176745099,0.128553487,0.053778893,0,0,1,0.166666667
14:06.2,0.612296467,0.696270107,0.486362423,0.11121628,0.076525476,0.206640713,0,0.374638672,0.645533765,0.472712965,0.085014409,0.77349703,0.81370182,0.625780262,0.208552483,0.132856689,0.046704114,0,0,1,0.166666667
15:07.0,0.673638324,0.423310049,0.486362423,0.11121628,0.21187245,0.238675439,0,0.36711086,0.364071753,0.472712965,0.085014409,0.877740964,0.827174109,0.606495346,0.265303872,0.217554614,0.041656344,0,0,1,0.166666667
16:02.8,0.804893755,0.328091464,0.486362423,0.11121628,0.329246799,0.263062992,0,0.42446829,0.510145329,0.472712965,0.085014409,0.863846232,0.821044256,0.638842413,0.404121936,0.309792686,0.033261217,1,0,1,0.166666667
17:02.2,0.815451491,0.352185274,0.486362423,0.11121628,0.329256847,0.263821613,0,0.325447324,0.608200037,0.472712965,0.085014409,0.773111274,0.802103682,0.694361329,0.438943384,0.299076268,0.032695356,1,0,1,0.166666667
18:01.6,0.65303851,0.38482595,0.486362423,0.11121628,0.329263425,0.264491751,0,0.183541322,0.615224123,0.472712965,0.085014409,0.773108591,0.802032754,0.716779824,0.393803344,0.226153737,0.043254599,0,0,1,0.166666667
19:02.1,0.546908659,0.512386165,0.486362423,0.11121628,0.329269143,0.265391478,0,0.229716271,0.693232009,0.472712965,0.085014409,0.773107926,0.80221679,0.703604369,0.190372127,0.153088969,0.053208773,0,0,1,0.166666667
20:03.7,0.475115934,0.322337411,0.486362423,0.11121628,0.329287692,0.269080319,0,0.257886613,0.43221089,0.472712965,0.085014409,0.773117846,0.804452499,0.663602678,0.205657678,0.187909294,0.062182162,0,0,1,0.166666667
21:03.1,0.427206315,0.506700857,0.486362423,0.11121628,0.360772906,0.293102961,0,0.277480427,0.739914705,0.472712965,0.085014409,0.79744489,0.82075175,0.587499744,0.233349873,0.121082398,0.069642297,0,0,1,0.166666667
22:02.0,0.434578303,0.642586232,0.486362423,0.11121628,0.360774117,0.293369986,0,0.322833722,0.700073889,0.472712965,0.085014409,0.773104442,0.801709626,0.51075489,0.328097012,0.10090123,0.068400257,0,0,1,0.166666667
23:03.7,0.504677502,0.149695184,0.486362423,0.11121628,0.360786988,0.296050621,0,0.374295425,0.183325493,0.472712965,0.085014409,0.773113456,0.803644337,0.480860574,0.507300473,0.309044863,0.058210815,0,0,1,0.166666667
44:06.3,1,0.650528895,0.048305311,0.090629437,2.27E-05,0.001271105,0,0.723150651,1,0.149793429,0.059942363,0.494194745,0.565205018,0.572157177,0.570160903,0.230201474,0.000774841,1,0,0.652173913,0.333333333
45:13.1,0.998185602,0.791858804,0.053376034,0.09228585,2.29E-05,0.001347337,0,0.315297167,0.704548379,0.476450915,0.0870317,0.773103689,0.801556689,0.677554212,0.645144843,0.194720184,0.001076129,1,0,0.652173913,0.333333333
46:14.5,0.992291326,0.338206865,0.053376034,0.09228585,3.36E-05,0.002033342,0,0.311950015,0.215573437,0.472712965,0.085014409,0.773111758,0.802045474,0.791417219,0.692896131,0.372705383,0.001158626,1,0,0.652173913,0.333333333
47:03.5,0.989286206,0.594440688,0.053376034,0.09228585,0.001398427,0.040076079,0,0.314320292,0.798980059,0.472712965,0.085014409,0.774158644,0.831990035,0.903189267,0.679620908,0.245037372,0.001201042,1,0,0.652173913,0.333333333
48:08.2,0.985134639,0.712989864,0.053376034,0.09228585,0.015228115,0.067206205,0,0.313379742,0.685826451,0.472712965,0.085014409,0.78379531,0.82324266,1,0.455196729,0.21012174,0.001260042,1,0,0.652173913,0.333333333
49:04.4,0.887297331,0.491034554,0.053376034,0.09228585,0.015233026,0.068815165,0,0.236519513,0.405989071,0.472712965,0.085014409,0.773107302,0.802785299,0.977290736,0.473642943,0.25541632,0.002800181,1,0,0.652173913,0.333333333
50:06.5,0.8500188,0.767995321,0.053376034,0.09228585,0.015303238,0.084384324,0,0.286202223,0.816014117,0.472712965,0.085014409,0.773157787,0.813975572,0.947435551,0.456084351,0.16996967,0.003474165,1,0,0.652173913,0.333333333
51:04.2,0.818880637,0.476262741,0.053376034,0.09228585,0.015437687,0.086449315,0,0.29123981,0.348643899,0.472712965,0.085014409,0.773207449,0.803150847,0.912493795,0.343436683,0.241460522,0.004080968,1,0,0.652173913,0.333333333
52:03.9,0.711129999,0.534731281,0.053376034,0.09228585,0.015460874,0.087272641,0,0.22838657,0.63645028,0.472712965,0.085014409,0.773121432,0.802155547,0.856446119,0.354739334,0.191934561,0.006559049,0,0,0.652173913,0.333333333
53:08.5,0.608890735,0.671884865,0.053376034,0.09228585,0.015461356,0.087331304,0,0.232908127,0.701116143,0.472712965,0.085014409,0.773103878,0.801542606,0.780634053,0.333987047,0.136222119,0.009648784,0,0,0.652173913,0.333333333
54:05.2,0.674415619,0.437484796,0.053376034,0.09228585,0.015471631,0.093653772,0,0.370542636,0.395761574,0.472712965,0.085014409,0.773111449,0.806563573,0.737739,0.365614395,0.212546085,0.007569559,0,0,0.652173913,0.333333333
55:03.2,0.614446807,0.660945645,0.053376034,0.09228585,0.015490416,0.094386997,0,0.267587008,0.772046189,0.472712965,0.085014409,0.773118029,0.802083324,0.69027192,0.280608688,0.139408356,0.009456798,0,0,0.652173913,0.333333333
